id,olsera_product_id,name,sku,category,price,stock,image_url,description,has_variant,parent_id,parent_name,is_variant
38412131,38412131,LIQUID FREEBASE CREAMSIE WHIMSIE V3 KATCHA MATCHA 60ML - 3MG,2905240027,Others,155000,0,https://api-dash.olsera.co.id/img/no_data_item.png,,1,71192059,LIQUID FREEBASE CREAMSIE WHIMSIE V3 KATCHA MATCHA 60ML,YES
38564371,38564371,LIQUID FREEBASE CREAMSIE WHIMSIE V3 KATCHA MATCHA 60ML - 6MG,0206240001,Others,155000,0,https://api-dash.olsera.co.id/img/no_data_item.png,,1,71192059,LIQUID FREEBASE CREAMSIE WHIMSIE V3 KATCHA MATCHA 60ML,YES
38412127,38412127,LIQUID SALTNIC TETRA CRACKZ ICE V4 PUDDING ICE CREAM 30ML - 25MG,2905240023,Others,110000,1,https://api-dash.olsera.co.id/img/no_data_item.png,,1,71192056,LIQUID SALTNIC TETRA CRACKZ ICE V4 PUDDING ICE CREAM 30ML,YES
38412125,38412125,LIQUID FREEBASE TETRA CRACKZ ICE V4 PUDDING ICE CREAM 60ML - 3MG,2905240021,Others,140000,1,https://api-dash.olsera.co.id/img/no_data_item.png,,1,71192055,LIQUID FREEBASE TETRA CRACKZ ICE V4 PUDDING ICE CREAM 60ML,YES
38412126,38412126,LIQUID FREEBASE TETRA CRACKZ ICE V4 PUDDING ICE CREAM 60ML - 6MG,2905240022,Others,140000,1,https://api-dash.olsera.co.id/img/no_data_item.png,,1,71192055,LIQUID FREEBASE TETRA CRACKZ ICE V4 PUDDING ICE CREAM 60ML,YES
38412120,38412120,LIQUID FREEBASE JOZOJO BREW HIRO BANANA GELATO 60ML - 3MG,2905240016,Others,115000,0,https://api-dash.olsera.co.id/img/no_data_item.png,,1,71192053,LIQUID FREEBASE JOZOJO BREW HIRO BANANA GELATO 60ML,YES
38412121,38412121,LIQUID FREEBASE JOZOJO BREW HIRO BANANA GELATO 60ML - 6MG,2905240017,Others,115000,0,https://api-dash.olsera.co.id/img/no_data_item.png,,1,71192053,LIQUID FREEBASE JOZOJO BREW HIRO BANANA GELATO 60ML,YES
38412118,38412118,LIQUID FREEBASE JOZOJO BREW HIRO STRAWBERRY CHEESECAKE 60ML - 3MG,2905240014,Others,115000,0,https://api-dash.olsera.co.id/img/no_data_item.png,,1,71192052,LIQUID FREEBASE JOZOJO BREW HIRO STRAWBERRY CHEESECAKE 60ML,YES
38412119,38412119,LIQUID FREEBASE JOZOJO BREW HIRO STRAWBERRY CHEESECAKE 60ML - 6MG,2905240015,Others,115000,0,https://api-dash.olsera.co.id/img/no_data_item.png,,1,71192052,LIQUID FREEBASE JOZOJO BREW HIRO STRAWBERRY CHEESECAKE 60ML,YES
37935316,37935316,LIQUID SALTNIC PODA BEQU BLACKCURRANT 30ML - 30MG,1405240012,Others,110000,1,https://api-dash.olsera.co.id/img/no_data_item.png,,1,70259020,LIQUID SALTNIC PODA BEQU BLACKCURRANT 30ML,YES
37737030,37737030,LIQUID SALTNIC TETRA X VAPE ON CRACKZ ICE V3 BELGIAN ICE CREAM 30ML - 25MG,0605240016,Others,110000,0,https://api-dash.olsera.co.id/img/no_data_item.png,,1,69820518,LIQUID SALTNIC TETRA X VAPE ON CRACKZ ICE V3 BELGIAN ICE CREAM 30ML,YES
37084562,37084562,LIQUID FREEBASE AFTEREIGHT CHESKEY BANANA 60ML - 3MG,0904240064,Others,150000,0,https://api-dash.olsera.co.id/img/no_data_item.png,,1,68549692,LIQUID FREEBASE AFTEREIGHT CHESKEY BANANA 60ML,YES
37084563,37084563,LIQUID FREEBASE AFTEREIGHT CHESKEY BANANA 60ML - 6MG,0904240065,Others,150000,1,https://api-dash.olsera.co.id/img/no_data_item.png,,1,68549692,LIQUID FREEBASE AFTEREIGHT CHESKEY BANANA 60ML,YES
37084564,37084564,LIQUID FREEBASE AFTEREIGHT CHESKEY BANANA 60ML - 9MG,0904240066,Others,150000,0,https://api-dash.olsera.co.id/img/no_data_item.png,,1,68549692,LIQUID FREEBASE AFTEREIGHT CHESKEY BANANA 60ML,YES
37084554,37084554,LIQUID FREEBASE BAD BUNNY STRAWBERRY VANILLA CUSTARD 60ML - 3MG,0904240056,Others,155000,0,https://api-dash.olsera.co.id/img/no_data_item.png,,1,68549689,LIQUID FREEBASE BAD BUNNY STRAWBERRY VANILLA CUSTARD 60ML,YES
37084555,37084555,LIQUID FREEBASE BAD BUNNY STRAWBERRY VANILLA CUSTARD 60ML - 6MG,0904240057,Others,155000,0,https://api-dash.olsera.co.id/img/no_data_item.png,,1,68549689,LIQUID FREEBASE BAD BUNNY STRAWBERRY VANILLA CUSTARD 60ML,YES
37084550,37084550,LIQUID FREEBASE NIKMAT V1 PUFF PASTRY ROLLS CREA 60ML - 3MG,0904240052,Others,145000,0,https://api-dash.olsera.co.id/img/no_data_item.png,,1,68549687,LIQUID FREEBASE NIKMAT V1 PUFF PASTRY ROLLS CREA 60ML,YES
37084551,37084551,LIQUID FREEBASE NIKMAT V1 PUFF PASTRY ROLLS CREA 60ML - 6MG,0904240053,Others,145000,2,https://api-dash.olsera.co.id/img/no_data_item.png,,1,68549687,LIQUID FREEBASE NIKMAT V1 PUFF PASTRY ROLLS CREA 60ML,YES
37084547,37084547,LIQUID FREEBASE LCV PROJECT ICE LADY MANGO 60ML X 2 - 3MG,0904240049,Others,175000,0,https://api-dash.olsera.co.id/img/no_data_item.png,,1,68549684,LIQUID FREEBASE LCV PROJECT ICE LADY MANGO 60ML X 2,YES
37084546,37084546,LIQUID FREEBASE LCV JUICE CREAMY CARAMEL BANANA 60ML - 3MG,2308240003,Others,100000,0,https://api-dash.olsera.co.id/img/no_data_item.png,,1,68549683,LIQUID FREEBASE LCV JUICE CREAMY CARAMEL BANANA 60ML,YES
37084545,37084545,LIQUID FREEBASE LCV JUICE CREAMY TIRAMISU 60ML - 3MG,0904240047,Others,100000,0,https://api-dash.olsera.co.id/img/no_data_item.png,,1,68549682,LIQUID FREEBASE LCV JUICE CREAMY TIRAMISU 60ML,YES
37084541,37084541,LIQUID FREEBASE LCV JUICE CREAMY CRACKER OUT 60ML - 3MG,0904240043,Others,100000,0,https://api-dash.olsera.co.id/img/no_data_item.png,,1,68549680,LIQUID FREEBASE LCV JUICE CREAMY CRACKER OUT 60ML,YES
37084542,37084542,LIQUID FREEBASE LCV JUICE CREAMY CRACKER OUT 60ML - 6MG,0904240044,Others,100000,0,https://api-dash.olsera.co.id/img/no_data_item.png,,1,68549680,LIQUID FREEBASE LCV JUICE CREAMY CRACKER OUT 60ML,YES
37084539,37084539,LIQUID FREEBASE LCV JUICE CREAMY BERRY CHEESECAKE 60ML - 3MG,0904240041,Others,100000,0,https://api-dash.olsera.co.id/img/no_data_item.png,,1,68549679,LIQUID FREEBASE LCV JUICE CREAMY BERRY CHEESECAKE 60ML,YES
37084540,37084540,LIQUID FREEBASE LCV JUICE CREAMY BERRY CHEESECAKE 60ML - 6MG,0904240042,Others,100000,0,https://api-dash.olsera.co.id/img/no_data_item.png,,1,68549679,LIQUID FREEBASE LCV JUICE CREAMY BERRY CHEESECAKE 60ML,YES
37084537,37084537,LIQUID FREEBASE LCV JUICE CREAMY STRAWBERRY POUNDCAKE 60ML - 3MG,0904240039,Others,100000,0,https://api-dash.olsera.co.id/img/no_data_item.png,,1,68549678,LIQUID FREEBASE LCV JUICE CREAMY STRAWBERRY POUNDCAKE 60ML,YES
37084538,37084538,LIQUID FREEBASE LCV JUICE CREAMY STRAWBERRY POUNDCAKE 60ML - 6MG,0904240040,Others,100000,0,https://api-dash.olsera.co.id/img/no_data_item.png,,1,68549678,LIQUID FREEBASE LCV JUICE CREAMY STRAWBERRY POUNDCAKE 60ML,YES
37084536,37084536,LIQUID PODS FRIENDLY NIKMAT V1 PUFF PASTRY ROLLS CREAM 30ML - 15MG,0904240038,Others,95000,0,https://api-dash.olsera.co.id/img/no_data_item.png,,1,68549677,LIQUID PODS FRIENDLY NIKMAT V1 PUFF PASTRY ROLLS CREAM 30ML,YES
37084533,37084533,LIQUID PODS FRIENDLY MILKY PEDIA FRESH MILK CHEEZY 30ML - 15MG,0904240030,Others,85000,0,https://api-dash.olsera.co.id/img/no_data_item.png,,1,68549674,LIQUID PODS FRIENDLY MILKY PEDIA FRESH MILK CHEEZY 30ML,YES
