id,olsera_product_id,parent_id,parent_name,name,sku,category,brand_name,klasifikasi,price,buy_price,stock,image_url,description,published,pos_hidden,has_variant,is_variant,variant_name,variant_sku,variant_stock,variant_price
63117020,63117020,114400434,LIQUID FREEBASE PODA X RUBYGANG BEQU LIGHTS V2 MANGO PEACH 60ML,LIQUID FREEBASE PODA X RUBYGANG BEQU LIGHTS V2 MANGO PEACH 60ML - 3MG,2804260022,Others,,NP FREEBASE,130000,110000,1,,,1,0,1,YES,3MG,2804260022,1,130000
63117018,63117018,114400432,LIQUID FREEBASE IDJ BLONDIES V3 BLUEBERRY CHEESE CREAM BAKE 60ML,LIQUID FREEBASE IDJ BLONDIES V3 BLUEBERRY CHEESE CREAM BAKE 60ML - 6MG,2804260020,Others,,NP FREEBASE,150000,127500,1,,,1,0,1,YES,6MG,2804260020,1,150000
63117017,63117017,114400431,LIQUID PODS FRIENDLY SQJ X JVS OAT DRIPS V5 OAT MILK CHOCOLATE LEGACY 30ML,LIQUID PODS FRIENDLY SQJ X JVS OAT DRIPS V5 OAT MILK CHOCOLATE LEGACY 30ML - 15MG,2804260019,Others,,NP PODS FRIENDLY,110000,87500,1,,,1,0,1,YES,15MG,2804260019,1,110000
63117016,63117016,114400430,LIQUID SALTNIC PODA BEQU STRAWBERRY 30ML,LIQUID SALTNIC PODA BEQU STRAWBERRY 30ML - 30MG,2804260018,Others,,NP SALTNIC,110000,87500,1,,,1,0,1,YES,30MG,2804260018,1,110000
63117015,63117015,114400429,LIQUID SALTNIC PODA BEQU HONEYDEW 30ML,LIQUID SALTNIC PODA BEQU HONEYDEW 30ML - 30MG,2804260017,Others,,NP SALTNIC,110000,87500,1,,,1,0,1,YES,30MG,2804260017,1,110000
63117014,63117014,114400428,LIQUID SALTNIC MOVE JUICE ICELANDS STRAWBERRY 30ML,LIQUID SALTNIC MOVE JUICE ICELANDS STRAWBERRY 30ML - 30MG,2804260016,Others,,NP SALTNIC,100000,77500,1,,,1,0,1,YES,30MG,2804260016,1,100000
63117013,63117013,114400427,LIQUID SALTNIC FLOOID FOOM X VAPOR MANIA DRINK SERIES SUNSET GLORY PINEAPPLE KIWI 30ML,LIQUID SALTNIC FLOOID FOOM X VAPOR MANIA DRINK SERIES SUNSET GLORY PINEAPPLE KIWI 30ML - 30MG,2804260015,Others,,NP SALTNIC,110000,86500,1,,,1,0,1,YES,30MG,2804260015,1,110000
63117012,63117012,114400426,LIQUID SALTNIC FOOM X BOY WILLIAM SARSAPARILLA 30ML,LIQUID SALTNIC FOOM X BOY WILLIAM SARSAPARILLA 30ML - 30MG,2804260014,Others,,NP SALTNIC,110000,86500,1,,,1,0,1,YES,30MG,2804260014,1,110000
63117011,63117011,114400425,LIQUID SALTNIC FOOM X VSS PROJECT CITY SERIES LONDON TARO ICE CREAM 30ML,LIQUID SALTNIC FOOM X VSS PROJECT CITY SERIES LONDON TARO ICE CREAM 30ML - 30MG,2804260013,Others,,NP SALTNIC,110000,86500,0,,,1,0,1,YES,30MG,2804260013,0,110000
63117010,63117010,114400424,LIQUID SALTNIC FOOM CHOCOLATE ICE CREAM 30ML,LIQUID SALTNIC FOOM CHOCOLATE ICE CREAM 30ML - 30MG,2804260012,Others,,NP SALTNIC,110000,86500,1,,,1,0,1,YES,30MG,2804260012,1,110000
63117009,63117009,114400423,LIQUID SALTNIC FOOM ICY MINT 30ML,LIQUID SALTNIC FOOM ICY MINT 30ML - 30MG,2804260011,Others,,NP SALTNIC,110000,86500,1,,,1,0,1,YES,30MG,2804260011,1,110000
114400422,114400422,114400422,POD FOOM X BLACK BUNDLING LIQUID 15ML,POD FOOM X BLACK BUNDLING LIQUID 15ML,2804260010,Others,,POD,200000,165000,1,,,1,0,0,NO,,,0,0
114400421,114400421,114400421,POD FOOM X WILD PURPLE,POD FOOM X WILD PURPLE,2804260009,Others,,POD,170000,145000,1,,,1,0,0,NO,,,0,0
114400420,114400420,114400420,POD FOOM X SEASIDE SERIES DEEP BLUE,POD FOOM X SEASIDE SERIES DEEP BLUE,2804260008,Others,,POD,170000,145000,1,,,1,0,0,NO,,,0,0
114400419,114400419,114400419,POD FOOM X BRILLIANT GOLD,POD FOOM X BRILLIANT GOLD,2804260007,Others,,POD,170000,145000,1,,,1,0,0,NO,,,0,0
114400418,114400418,114400418,POD FOOM X ABSOLUTE BLACK,POD FOOM X ABSOLUTE BLACK,2804260006,Others,,POD,170000,145000,1,,,1,0,0,NO,,,0,0
114400417,114400417,114400417,POD VAPORESSO XROS 5 MINI LEATHER RETRO ORANGE BUNDLING 15ML,POD VAPORESSO XROS 5 MINI LEATHER RETRO ORANGE BUNDLING 15ML,2804260005,Others,,POD,215000,165000,1,,,1,0,0,NO,,,0,0
114400416,114400416,114400416,POD VAPORESSO XROS 5 MINI LEATHER MIST WHITE BUNDLING 15ML,POD VAPORESSO XROS 5 MINI LEATHER MIST WHITE BUNDLING 15ML,2804260004,Others,,POD,215000,165000,1,,,1,0,0,NO,,,0,0
114400415,114400415,114400415,POD VAPORESSO XROS 5 MINI LEATHER MIST BLACK BUNDLING 15ML,POD VAPORESSO XROS 5 MINI LEATHER MIST BLACK BUNDLING 15ML,2804260003,Others,,POD,215000,165000,1,,,1,0,0,NO,,,0,0
114400414,114400414,114400414,POD FOOM X SWITCH GREEN BUNDLING LIQUID 15ML,POD FOOM X SWITCH GREEN BUNDLING LIQUID 15ML,2804260002,Others,,POD,210000,180000,3,,,1,0,0,NO,,,0,0
114400413,114400413,114400413,POD FOOM X SWITCH BLACK BUNDLING LIQUID 15ML,POD FOOM X SWITCH BLACK BUNDLING LIQUID 15ML,2804260001,Others,,POD,210000,180000,2,,,1,0,0,NO,,,0,0
63059145,63059145,114347906,LIQUID SALTNIC TVA TAKIS X VOLX KEDAI BRANDAL SERIES MOCHI STRAWBERRY & KLEPON PANDAN 15 X 2 ML,LIQUID SALTNIC TVA TAKIS X VOLX KEDAI BRANDAL SERIES MOCHI STRAWBERRY & KLEPON PANDAN 15 X 2 ML - 30MG,2704260001,Others,,NP SALTNIC,100000,79500,3,,,1,0,1,YES,30MG,2704260001,3,100000
63015959,63015959,114285707,LIQUID FREEBASE KOKO SARANG X MILDOS KETAN JINAK 60ML,LIQUID FREEBASE KOKO SARANG X MILDOS KETAN JINAK 60ML - 3MG,2604260001,Others,,NP FREEBASE,130000,105000,1,,,1,0,1,YES,3MG,2604260001,1,130000
63117019,63117019,114285707,LIQUID FREEBASE KOKO SARANG X MILDOS KETAN JINAK 60ML,LIQUID FREEBASE KOKO SARANG X MILDOS KETAN JINAK 60ML - 6MG,2804260021,Others,,NP FREEBASE,130000,105000,1,,,1,0,1,YES,6MG,2804260021,1,130000
62998782,62998782,114257000,LIQUID FREEBASE VAPEZOO LUNAR ICE CREAM STRAWBERRY CHEESECAKE 60ML,LIQUID FREEBASE VAPEZOO LUNAR ICE CREAM STRAWBERRY CHEESECAKE 60ML - 6MG,2504260002,Others,,NP FREEBASE,160000,130000,0,,,1,0,1,YES,6MG,2504260002,0,160000
114256999,114256999,114256999,POD FOOM X MUSE MAGENTA,POD FOOM X MUSE MAGENTA,2504260001,Others,,POD,170000,145000,0,,,1,0,0,NO,,,0,0
114209938,114209938,114209938,POD FOOM X SPACE GREY,POD FOOM X SPACE GREY,2404260001,Others,,POD,170000,145000,1,,,1,0,0,NO,,,0,0
62941166,62941166,114127187,LIQUID FREEBASE TETRA X VAPE ON CRACKZ ICE V1 STRAWBERRY CHEESE ICE CREAM 60ML,LIQUID FREEBASE TETRA X VAPE ON CRACKZ ICE V1 STRAWBERRY CHEESE ICE CREAM 60ML - 3MG,2304260004,Others,,NP FREEBASE,140000,117500,1,,,1,0,1,YES,3MG,2304260004,1,140000
114127186,114127186,114127186,POD FOOM X SHOCKING PINK,POD FOOM X SHOCKING PINK,2304260003,Others,,POD,170000,145000,0,,,1,0,0,NO,,,0,0
114127185,114127185,114127185,POD FOOM X SEASIDE SERIES STORM GREY,POD FOOM X SEASIDE SERIES STORM GREY,2304260002,Others,,POD,170000,145000,1,,,1,0,0,NO,,,0,0
114127184,114127184,114127184,POD FOOM X SEASIDE SERIES OCEAN SAND,POD FOOM X SEASIDE SERIES OCEAN SAND,2304260001,Others,,POD,170000,145000,0,,,1,0,0,NO,,,0,0
62902474,62902474,114073973,LIQUID SALTNIC TAZE ICE NUTRISERIES ANGGUR 30ML,LIQUID SALTNIC TAZE ICE NUTRISERIES ANGGUR 30ML - 30MG,2204260018,Others,,NP SALTNIC,110000,87500,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69ea39390591e.jpeg,,1,0,1,YES,30MG,2204260018,0,110000
114073972,114073972,114073972,POD JVS X RAFFI AHMAD NIXX POD TOSCA BUNDLING LIQUID 15ML,POD JVS X RAFFI AHMAD NIXX POD TOSCA BUNDLING LIQUID 15ML,2204260017,Others,,POD,225000,190000,1,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69ea394f381ec.jpeg,,1,0,0,NO,,,0,0
114073971,114073971,114073971,POD JVS X RAFFI AHMAD NIXX POD NOBLE VIOLET BUNDLING LIQUID 15ML,POD JVS X RAFFI AHMAD NIXX POD NOBLE VIOLET BUNDLING LIQUID 15ML,2204260016,Others,,POD,225000,190000,1,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69ea396964c21.jpeg,,1,0,0,NO,,,0,0
114073970,114073970,114073970,POD JVS X RAFFI AHMAD NIXX POD NEON ORANGE BUNDLING LIQUID 15ML,POD JVS X RAFFI AHMAD NIXX POD NEON ORANGE BUNDLING LIQUID 15ML,2204260015,Others,,POD,225000,190000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69ea3982246c7.jpeg,,1,0,0,NO,,,0,0
114073969,114073969,114073969,POD JVS X RAFFI AHMAD NIXX POD NEON GREEN BUNDLING LIQUID 15ML,POD JVS X RAFFI AHMAD NIXX POD NEON GREEN BUNDLING LIQUID 15ML,2204260014,Others,,POD,225000,190000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69ea399de61a8.jpeg,,1,0,0,NO,,,0,0
114073968,114073968,114073968,POD JVS X RAFFI AHMAD NIXX POD MAJESTIC GREEN BUNDLING LIQUID 15ML,POD JVS X RAFFI AHMAD NIXX POD MAJESTIC GREEN BUNDLING LIQUID 15ML,2204260013,Others,,POD,225000,190000,0,,,1,0,0,NO,,,0,0
114073967,114073967,114073967,POD JVS X RAFFI AHMAD NIXX POD LAVENDER BUNDLING LIQUID 15ML,POD JVS X RAFFI AHMAD NIXX POD LAVENDER BUNDLING LIQUID 15ML,2204260012,Others,,POD,225000,190000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69ea39d4003b7.jpeg,,1,0,0,NO,,,0,0
114073966,114073966,114073966,POD TRML T28 KIT CLEAN WHITE,POD TRML T28 KIT CLEAN WHITE,2204260011,Others,,POD,170000,135000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69ea39e98c00e.jpeg,,1,0,0,NO,,,0,0
114073965,114073965,114073965,POD TRML T28 KIT RAW BLACK,POD TRML T28 KIT RAW BLACK,2204260010,Others,,POD,170000,135000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69ea39ffbcbe2.jpeg,,1,0,0,NO,,,0,0
114073964,114073964,114073964,POD TRML T28 KIT SAGE ESTATE,POD TRML T28 KIT SAGE ESTATE,2204260009,Others,,POD,170000,135000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69ea3a1852d32.jpeg,,1,0,0,NO,,,0,0
114073963,114073963,114073963,POD TRML T28 KIT BLUE ESSENCE,POD TRML T28 KIT BLUE ESSENCE,2204260008,Others,,POD,170000,135000,1,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69ea3a31aa991.jpeg,,1,0,0,NO,,,0,0
114073962,114073962,114073962,POD FOOM X SWITCH PINK BUNDLING LIQUID 15ML,POD FOOM X SWITCH PINK BUNDLING LIQUID 15ML,2204260007,Others,,POD,210000,180000,2,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69ea3a47ab6bd.jpeg,,1,0,0,NO,,,0,0
62902472,62902472,114073961,LIQUID FREEBASE VAPEZOO LUNAR BISCUIT SERIES BISCUIT CHOCOLATE 60ML,LIQUID FREEBASE VAPEZOO LUNAR BISCUIT SERIES BISCUIT CHOCOLATE 60ML - 3MG,2204260005,Others,,NP FREEBASE,160000,130000,1,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69ea3b35a524d.jpeg,,1,0,1,YES,3MG,2204260005,1,160000
62902473,62902473,114073961,LIQUID FREEBASE VAPEZOO LUNAR BISCUIT SERIES BISCUIT CHOCOLATE 60ML,LIQUID FREEBASE VAPEZOO LUNAR BISCUIT SERIES BISCUIT CHOCOLATE 60ML - 6MG,2204260006,Others,,NP FREEBASE,160000,130000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69ea3b35a524d.jpeg,,1,0,1,YES,6MG,2204260006,0,160000
62902470,62902470,114073960,LIQUID FREEBASE VAPEZOO LUNAR ICE CREAM MOCHI STRAWBERRY 60ML,LIQUID FREEBASE VAPEZOO LUNAR ICE CREAM MOCHI STRAWBERRY 60ML - 3MG,2204260003,Others,,NP FREEBASE,160000,130000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69ea3b529f055.jpeg,,1,0,1,YES,3MG,2204260003,0,160000
62902471,62902471,114073960,LIQUID FREEBASE VAPEZOO LUNAR ICE CREAM MOCHI STRAWBERRY 60ML,LIQUID FREEBASE VAPEZOO LUNAR ICE CREAM MOCHI STRAWBERRY 60ML - 6MG,2204260004,Others,,NP FREEBASE,160000,130000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69ea3b529f055.jpeg,,1,0,1,YES,6MG,2204260004,0,160000
62902469,62902469,114073959,LIQUID SALTNIC VAPEZOO LUNAR BISCUIT SERIES BISCUIT CHOCOLATE 30ML,LIQUID SALTNIC VAPEZOO LUNAR BISCUIT SERIES BISCUIT CHOCOLATE 30ML - 30MG,2204260002,Others,,NP SALTNIC,120000,97500,2,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69ea3b7b11f40.jpeg,,1,0,1,YES,30MG,2204260002,2,120000
62902468,62902468,114073958,LIQUID SALTNIC PODA BEQU MIX MANGO RASPBERRY 30ML,LIQUID SALTNIC PODA BEQU MIX MANGO RASPBERRY 30ML - 12MG,2204260001,Others,,NP SALTNIC,110000,87500,2,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69ea3b946af0c.jpeg,,1,0,1,YES,12MG,2204260001,2,110000
112306907,112306907,112306907,POD TRML T28 SAGE ESTATE BUNDLING LIQUID 15M,POD TRML T28 SAGE ESTATE BUNDLING LIQUID 15M,1703260010,Others,,POD,200000,165000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69ba5f9a609d8.jpeg,,1,0,0,NO,,,0,0
112306906,112306906,112306906,POD TRML T28 BLUE ESSENCE BUNDLING LIQUID 15ML,POD TRML T28 BLUE ESSENCE BUNDLING LIQUID 15ML,1703260009,Others,,POD,200000,165000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69ba5fc168f1d.jpeg,,1,0,0,NO,,,0,0
112306905,112306905,112306905,POD TRML T28 RAW BLACK BUNDLING LIQUID 15ML,POD TRML T28 RAW BLACK BUNDLING LIQUID 15ML,1703260008,Others,,POD,200000,165000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69ba5fe2668a7.jpeg,,1,0,0,NO,,,0,0
112306904,112306904,112306904,CARTRIDGE OXVA XLIM PRO TOP FILL VERSION 0.8OHM 3ML,CARTRIDGE OXVA XLIM PRO TOP FILL VERSION 0.8OHM 3ML,1703260007,Others,,CARTRIDGE,40000,31666,24,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69ba608355ad7.jpeg,,1,0,0,NO,,,0,0
112306903,112306903,112306903,CARTRIDGE OXVA XLIM PRO TOP FILL VERSION 0.6OHM 3ML,CARTRIDGE OXVA XLIM PRO TOP FILL VERSION 0.6OHM 3ML,1703260006,Others,,CARTRIDGE,40000,31680,21,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69ba60b3383cc.jpeg,,1,0,0,NO,,,0,0
112306902,112306902,112306902,CARTRIDGE OXVA XLIM PRO TOP FILL VERSION 0.4OHM 3ML,CARTRIDGE OXVA XLIM PRO TOP FILL VERSION 0.4OHM 3ML,1703260005,Others,,CARTRIDGE,40000,31666,4,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69ba60d60f63c.jpeg,,1,0,0,NO,,,0,0
112306901,112306901,112306901,POD LOST VAPE GALAXY T360 KIT LAVA GALAXY,POD LOST VAPE GALAXY T360 KIT LAVA GALAXY,1703260004,Others,,POD,205000,165000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69ba613724d26.jpeg,,1,0,0,NO,,,0,0
112306900,112306900,112306900,POD JVS X RAFFI AHMAD NIXX FILTER PLUS CHESS EDITION WHITE STALEMATE BUNDLING LIQUID 15ML,POD JVS X RAFFI AHMAD NIXX FILTER PLUS CHESS EDITION WHITE STALEMATE BUNDLING LIQUID 15ML,1703260003,Others,,POD,475000,405000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69ba6044415b0.jpeg,,1,0,0,NO,,,0,0
112306899,112306899,112306899,POD JVS X RAFFI AHMAD NIXX FILTER PLUS MAJESTIC GREEN BUNDLING LIQUID 15ML,POD JVS X RAFFI AHMAD NIXX FILTER PLUS MAJESTIC GREEN BUNDLING LIQUID 15ML,1703260002,Others,,POD,475000,405000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69ba600e40d8b.jpeg,,1,0,0,NO,,,0,0
112306898,112306898,112306898,POD VAPORESSO XROS 5 MINI PASTEL CRYSTAL BUNDLING 15ML,POD VAPORESSO XROS 5 MINI PASTEL CRYSTAL BUNDLING 15ML,1703260001,Others,,POD,215000,165000,1,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69ba5f62960bd.jpeg,,1,0,0,NO,,,0,0
112176941,112176941,112176941,POD JVS X RAFFI AHMAD NIXX FILTER PLUS LAVENDER BUNDLING LIQUID 15ML,POD JVS X RAFFI AHMAD NIXX FILTER PLUS LAVENDER BUNDLING LIQUID 15ML,1403260004,Others,,POD,475000,405000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69b8edd3ac657.jpeg,,1,0,0,NO,,,0,0
112176940,112176940,112176940,POD JVS X RAFFI AHMAD NIXX FILTER PLUS ARTIC BLUE BUNDLING LIQUID 15ML,POD JVS X RAFFI AHMAD NIXX FILTER PLUS ARTIC BLUE BUNDLING LIQUID 15ML,1403260003,Others,,POD,475000,405000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69b8ed8eaa89e.jpeg,,1,0,0,NO,,,0,0
112176939,112176939,112176939,POD VAPORESSO XROS 5 MINI FLOWING BLUE BUNDLING 15ML,POD VAPORESSO XROS 5 MINI FLOWING BLUE BUNDLING 15ML,1403260002,Others,,POD,215000,165000,2,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69b8ed62035cc.jpeg,,1,0,0,NO,,,0,0
112176938,112176938,112176938,POD JVS X RAFFI AHMAD NIXX POD GOLD BUNDLING LIQUID 15ML,POD JVS X RAFFI AHMAD NIXX POD GOLD BUNDLING LIQUID 15ML,1403260001,Others,,POD,225000,190000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69b8ee1f57f2a.jpeg,,1,0,0,NO,,,0,0
61559795,61559795,111869942,LIQUID FREEBASE TIGAC EVERLAST BOLO SPONGE CAKE 60ML,LIQUID FREEBASE TIGAC EVERLAST BOLO SPONGE CAKE 60ML - 3MG,0903260009,Others,,NP FREEBASE,160000,132500,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69afd17ce991a.jpeg,,1,0,1,YES,3MG,0903260009,0,160000
61559793,61559793,111869941,LIQUID FREEBASE TETRA TRML CREME CAKE 60ML,LIQUID FREEBASE TETRA TRML CREME CAKE 60ML - 4MG,0903260007,Others,,NP FREEBASE,160000,130000,1,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69afd15b21fc4.jpeg,,1,0,1,YES,4MG,0903260007,1,160000
61559794,61559794,111869941,LIQUID FREEBASE TETRA TRML CREME CAKE 60ML,LIQUID FREEBASE TETRA TRML CREME CAKE 60ML - 7MG,0903260008,Others,,NP FREEBASE,160000,130000,1,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69afd15b21fc4.jpeg,,1,0,1,YES,7MG,0903260008,1,160000
61559791,61559791,111869940,LIQUID FREEBASE TETRA TRML CREME BRULEE 60ML,LIQUID FREEBASE TETRA TRML CREME BRULEE 60ML - 4MG,0903260005,Others,,NP FREEBASE,160000,130000,1,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69afd13d1f726.jpeg,,1,0,1,YES,4MG,0903260005,1,160000
61559792,61559792,111869940,LIQUID FREEBASE TETRA TRML CREME BRULEE 60ML,LIQUID FREEBASE TETRA TRML CREME BRULEE 60ML - 7MG,0903260006,Others,,NP FREEBASE,160000,130000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69afd13d1f726.jpeg,,1,0,1,YES,7MG,0903260006,0,160000
61559789,61559789,111869939,LIQUID FREEBASE VAPEZOO LUNAR ICE CREAM MOCHI VANILLA 60ML,LIQUID FREEBASE VAPEZOO LUNAR ICE CREAM MOCHI VANILLA 60ML - 3MG,0903260003,Others,,NP FREEBASE,160000,130000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69afd11b23d8f.jpeg,,1,0,1,YES,3MG,0903260003,0,160000
61559790,61559790,111869939,LIQUID FREEBASE VAPEZOO LUNAR ICE CREAM MOCHI VANILLA 60ML,LIQUID FREEBASE VAPEZOO LUNAR ICE CREAM MOCHI VANILLA 60ML - 6MG,0903260004,Others,,NP FREEBASE,160000,130000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69afd11b23d8f.jpeg,,1,0,1,YES,6MG,0903260004,0,160000
111869938,111869938,111869938,POD JVS X RAFFI AHMAD NIXX FILTER PLUS SLEEK SILVER BUNDLING LIQUID 15ML,POD JVS X RAFFI AHMAD NIXX FILTER PLUS SLEEK SILVER BUNDLING LIQUID 15ML,0903260002,Others,,POD,475000,405000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69afd0fc282ee.jpeg,,1,0,0,NO,,,0,0
111869937,111869937,111869937,POD JVS X RAFFI AHMAD NIXX POD BLUE BUNDLING LIQUID 15ML,POD JVS X RAFFI AHMAD NIXX POD BLUE BUNDLING LIQUID 15ML,0903260001,Others,,POD,225000,190000,0,,,1,0,0,NO,,,0,0
61260540,61260540,111490632,LIQUID FREEBASE TETRA THE NUTIN POP PEANUT BUTTER CARAMEL 60ML,LIQUID FREEBASE TETRA THE NUTIN POP PEANUT BUTTER CARAMEL 60ML - 4MG,0303260018,Others,,NP FREEBASE,160000,130000,2,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69a68f50344e2.jpeg,,1,0,1,YES,4MG,0303260018,2,160000
61260538,61260538,111490630,LIQUID FREEBASE TETRA X VAPE ON CRACKZ TIRAMISU CAKE 60ML,LIQUID FREEBASE TETRA X VAPE ON CRACKZ TIRAMISU CAKE 60ML - 3MG,0303260016,Others,,NP FREEBASE,140000,117500,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69a68f3713863.jpeg,,1,0,1,YES,3MG,0303260016,0,140000
61260539,61260539,111490630,LIQUID FREEBASE TETRA X VAPE ON CRACKZ TIRAMISU CAKE 60ML,LIQUID FREEBASE TETRA X VAPE ON CRACKZ TIRAMISU CAKE 60ML - 6MG,0303260017,Others,,NP FREEBASE,140000,117500,1,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69a68f3713863.jpeg,,1,0,1,YES,6MG,0303260017,1,140000
61260537,61260537,111490629,LIQUID SALTNIC TAZE ICE NUTRISERIES GUAVA 30ML,LIQUID SALTNIC TAZE ICE NUTRISERIES GUAVA 30ML - 30MG,0303260015,Others,,NP SALTNIC,110000,87500,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69a68f1e3d45a.jpeg,,1,0,1,YES,30MG,0303260015,0,110000
61260536,61260536,111490628,LIQUID SALTNIC TAZE ICE NUTRISERIES PASSION FRUIT 30ML,LIQUID SALTNIC TAZE ICE NUTRISERIES PASSION FRUIT 30ML - 30MG,0303260014,Others,,NP SALTNIC,110000,87500,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69a68efc1298c.jpeg,,1,0,1,YES,30MG,0303260014,0,110000
61260535,61260535,111490627,LIQUID SALTNIC TAZE ICE NUTRISERIES LYCHEE 30ML,LIQUID SALTNIC TAZE ICE NUTRISERIES LYCHEE 30ML - 30MG,0303260013,Others,,NP SALTNIC,110000,87500,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69a68ec5ccfc2.jpeg,,1,0,1,YES,30MG,0303260013,0,110000
61260534,61260534,111490626,LIQUID SALTNIC TAZE ICE NUTRISERIES JERUK NIPIS 30ML,LIQUID SALTNIC TAZE ICE NUTRISERIES JERUK NIPIS 30ML - 30MG,0303260012,Others,,NP SALTNIC,110000,87500,1,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69a68e9b2363d.jpeg,,1,0,1,YES,30MG,0303260012,1,110000
61260532,61260532,111490625,LIQUID FREEBASE ELPRO JUICE TARO CHEESECAKE 60ML,LIQUID FREEBASE ELPRO JUICE TARO CHEESECAKE 60ML - 6MG,0303260011,Others,,NP FREEBASE,100000,82500,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69a68e74b7f4a.jpeg,,1,0,1,YES,6MG,0303260011,0,100000
62235282,62235282,111490625,LIQUID FREEBASE ELPRO JUICE TARO CHEESECAKE 60ML,LIQUID FREEBASE ELPRO JUICE TARO CHEESECAKE 60ML - 3MG,3103260001,Others,,NP FREEBASE,100000,82500,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69a68e74b7f4a.jpeg,,1,0,1,YES,3MG,3103260001,0,100000
61260530,61260530,111490624,LIQUID FREEBASE AFTEREIGHT SUPERSONIX RATA CANEPOSE TART 60ML,LIQUID FREEBASE AFTEREIGHT SUPERSONIX RATA CANEPOSE TART 60ML - 3MG,0303260009,Others,,NP FREEBASE,150000,120000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69a68e3ac06b7.jpeg,,1,0,1,YES,3MG,0303260009,0,150000
61260531,61260531,111490624,LIQUID FREEBASE AFTEREIGHT SUPERSONIX RATA CANEPOSE TART 60ML,LIQUID FREEBASE AFTEREIGHT SUPERSONIX RATA CANEPOSE TART 60ML - 6MG,0303260010,Others,,NP FREEBASE,150000,120000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69a68e3ac06b7.jpeg,,1,0,1,YES,6MG,0303260010,0,150000
61260528,61260528,111490623,LIQUID FREEBASE AFTEREIGHT SUPERSONIX RATA LOTTABIS CRACKER 60ML,LIQUID FREEBASE AFTEREIGHT SUPERSONIX RATA LOTTABIS CRACKER 60ML - 3MG,0303260007,Others,,NP FREEBASE,150000,120000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69a68e0e7689a.jpeg,,1,0,1,YES,3MG,0303260007,0,150000
61260529,61260529,111490623,LIQUID FREEBASE AFTEREIGHT SUPERSONIX RATA LOTTABIS CRACKER 60ML,LIQUID FREEBASE AFTEREIGHT SUPERSONIX RATA LOTTABIS CRACKER 60ML - 6MG,0303260008,Others,,NP FREEBASE,150000,120000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69a68e0e7689a.jpeg,,1,0,1,YES,6MG,0303260008,0,150000
